#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abahan;Abahan;Abahan;Abahan;;Abahan;;;;;;;;;x
b_veresen_4_adj;Veresenian;;veresener;;;;;;;;;;;x
b_verios;Verios;Verios;Verios;;Verios;;;;;;;;;x
b_verios_adj;Veriosian;;verioser;;;;;;;;;;;x
b_verugia;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_adj;Verugian;;veruger;;;;;;;;;;;x
b_verugia_2;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_2_adj;Verugian;;veruger;;;;;;;;;;;x
b_verugia_3;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_3_adj;Verugian;;veruger;;;;;;;;;;;x
b_verugia_4;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_4_adj;Verugian;;veruger;;;;;;;;;;;x
b_verugia_5;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_5_adj;Verugian;;veruger;;;;;;;;;;;x
b_verugia_6;Verugia;Verugia;Verugia;;Verugia;;;;;;;;;x
b_verugia_6_adj;Verugian;;veruger;;;;;;;;;;;x
b_vessetta;Vessetta;Vessetta;Vessetta;;Vessetta;;;;;;;;;x
b_vessetta_adj;Vessettan;;vessetter;;;;;;;;;;;x
b_vessetta_2;Vessetta;Vessetta;Vessetta;;Vessetta;;;;;;;;;x
b_vessetta_2_adj;Vessettan;;vessetter;;;;;;;;;;;x
b_vessetta_3;Vessetta;Vessetta;Vessetta;;Vessetta;;;;;;;;;x
b_vessetta_3_adj;Vessettan;;vessetter;;;;;;;;;;;x
b_vessetta_4;Vessetta;Vessetta;Vessetta;;Vessetta;;;;;;;;;x
b_vessetta_4_adj;Vessettan;;vessetter;;;;;;;;;;;x
b_vetera;Vetera;Vetera;Vetera;;Vetera;;;;;;;;;x
b_vetera_adj;Veteran;;veterer;;;;;;;;;;;x
b_vetera_2;Vetera;Vetera;Vetera;;Vetera;;;;;;;;;x
b_vetera_2_adj;Veteran;;veterer;;;;;;;;;;;x
b_vetera_3;Vetera;Vetera;Vetera;;Vetera;;;;;;;;;x
b_vetera_3_adj;Veteran;;veterer;;;;;;;;;;;x
b_vetera_4;Vetera;Vetera;Vetera;;Vetera;;;;;;;;;x
b_vetera_4_adj;Veteran;;veterer;;;;;;;;;;;x
b_veterszicka;Veterszicka;Veterszicka;Veterszicka;;Veterszicka;;;;;;;;;x
b_veterszicka_adj;Veterszickan;;veterszicker;;;;;;;;;;;x
b_viceggio;Viceggio;Viceggio;Viceggio;;Viceggio;;;;;;;;;x
b_viceggio_adj;Viceggian;;vicegger;;;;;;;;;;;x
b_viceggio_2;Viceggio;Viceggio;Viceggio;;Viceggio;;;;;;;;;x
b_viceggio_2_adj;Viceggian;;vicegger;;;;;;;;;;;x
b_viceggio_3;Viceggio;Viceggio;Viceggio;;Viceggio;;;;;;;;;x
b_viceggio_3_adj;Viceggian;;vicegger;;;;;;;;;;;x
b_viceggio_4;Viceggio;Viceggio;Viceggio;;Viceggio;;;;;;;;;x
b_viceggio_4_adj;Viceggian;;vicegger;;;;;;;;;;;x
b_vicevero;Vicevero;Vicevero;Vicevero;;Vicevero;;;;;;;;;x
b_vicevero_adj;Viceverian;;viceverer;;;;;;;;;;;x
b_vigas;Vigas;Vigas;Vigas;;Vigas;;;;;;;;;x
b_vigas_adj;Vigasian;;vigaser;;;;;;;;;;;x
b_vigera;Vigera;Vigera;Vigera;;Vigera;;;;;;;;;x
b_vigera_adj;Vigeran;;vigerer;;;;;;;;;;;x
b_vigera_2;Vigera;Vigera;Vigera;;Vigera;;;;;;;;;x
b_vigera_2_adj;Vigeran;;vigerer;;;;;;;;;;;x
b_vigera_3;Vigera;Vigera;Vigera;;Vigera;;;;;;;;;x
b_vigera_3_adj;Vigeran;;vigerer;;;;;;;;;;;x
b_vigeric;Vigeric;Vigeric;Vigeric;;Vigeric;;;;;;;;;x
b_vigeric_adj;Vigerician;;vigericer;;;;;;;;;;;x
b_voriani;Voriani;Voriani;Voriani;;Voriani;;;;;;;;;x
b_voriani_adj;Vorianian;;vorianer;;;;;;;;;;;x
b_voriani_2;Voriani;Voriani;Voriani;;Voriani;;;;;;;;;x
b_voriani_2_adj;Vorianian;;vorianer;;;;;;;;;;;x
b_voriani_3;Voriani;Voriani;Voriani;;Voriani;;;;;;;;;x
b_voriani_3_adj;Vorianian;;vorianer;;;;;;;;;;;x
b_vuzin;Vuzin;Vuzin;Vuzin;;Vuzin;;;;;;;;;x
b_vuzin_adj;Vuzinian;;vuziner;;;;;;;;;;;x
b_vysova;Vysova;Vysova;Vysova;;Vysova;;;;;;;;;x
b_vysova_adj;Vysovan;;vysover;;;;;;;;;;;x
b_xaneme;Xaneme;Xaneme;Xaneme;;Xaneme;;;;;;;;;x
b_xaneme_adj;Xanemean;;xanemer;;;;;;;;;;;x
b_xaneme_2;Xaneme;Xaneme;Xaneme;;Xaneme;;;;;;;;;x
b_xaneme_2_adj;Xanemean;;xanemer;;;;;;;;;;;x
b_xira;Xira;Xira;Xira;;Xira;;;;;;;;;x
b_xira_adj;Xiran;;xirer;;;;;;;;;;;x
b_yafte;Yafte;Yafte;Yafte;;Yafte;;;;;;;;;x
b_yafte_adj;Yaftean;;yafter;;;;;;;;;;;x
b_yafte_2;Yafte;Yafte;Yafte;;Yafte;;;;;;;;;x
b_yafte_2_adj;Yaftean;;yafter;;;;;;;;;;;x
b_yeghiaz;Yeghiaz;Yeghiaz;Yeghiaz;;Yeghiaz;;;;;;;;;x
b_yeghiaz_adj;Yeghiazian;;yeghiazer;;;;;;;;;;;x
b_yehorivka;Yehorivka;Yehorivka;Yehorivka;;Yehorivka;;;;;;;;;x
b_yehorivka_adj;Yehorivkan;;yehorivker;;;;;;;;;;;x
b_yezras;Yezras;Yezras;Yezras;;Yezras;;;;;;;;;x
b_yezras_adj;Yezrasian;;yezraser;;;;;;;;;;;x
b_zaira;Zaira;Zaira;Zaira;;Zaira;;;;;;;;;x
b_zaira_adj;Zairan;;zairer;;;;;;;;;;;x
b_zalin;Zalin;Zalin;Zalin;;Zalin;;;;;;;;;x
b_zalin_adj;Zalinian;;zaliner;;;;;;;;;;;x
b_zamollon;Zamollon;Zamollon;Zamollon;;Zamollon;;;;;;;;;x
b_zamollon_adj;Zamollonian;;zamolloner;;;;;;;;;;;x
b_zanclastro;Zanclastro;Zanclastro;Zanclastro;;Zanclastro;;;;;;;;;x
b_zanclastro_adj;Zanclastrian;;zanclastrer;;;;;;;;;;;x
b_zanclorion;Zanclorion;Zanclorion;Zanclorion;;Zanclorion;;;;;;;;;x
b_zanclorion_adj;Zanclorionian;;zanclorioner;;;;;;;;;;;x
b_zanes;Zanes;Zanes;Zanes;;Zanes;;;;;;;;;x
b_zanes_adj;Zanesian;;zaneser;;;;;;;;;;;x
b_zanic;Zanic;Zanic;Zanic;;Zanic;;;;;;;;;x
b_zanic_adj;Zanician;;zanicer;;;;;;;;;;;x
b_zaralid;Zaralid;Zaralid;Zaralid;;Zaralid;;;;;;;;;x
b_zaralid_adj;Zaralidian;;zaralider;;;;;;;;;;;x
b_zatrissa;Zatrissa;Zatrissa;Zatrissa;;Zatrissa;;;;;;;;;x
b_zatrissa_adj;Zatrissan;;zatrisser;;;;;;;;;;;x
b_zatrissa_2;Zatrissa;Zatrissa;Zatrissa;;Zatrissa;;;;;;;;;x
b_zatrissa_2_adj;Zatrissan;;zatrisser;;;;;;;;;;;x
b_zatrissa_3;Zatrissa;Zatrissa;Zatrissa;;Zatrissa;;;;;;;;;x
b_zatrissa_3_adj;Zatrissan;;zatrisser;;;;;;;;;;;x
b_zilne;Zilne;Zilne;Zilne;;Zilne;;;;;;;;;x
b_zilne_adj;Zilnean;;zilner;;;;;;;;;;;x
b_zistovo;Zistovo;Zistovo;Zistovo;;Zistovo;;;;;;;;;x
b_zistovo_adj;Zistovian;;zistover;;;;;;;;;;;x
b_zitra;Zitra;Zitra;Zitra;;Zitra;;;;;;;;;x
b_zitra_adj;Zitran;;zitrer;;;;;;;;;;;x
b_zsyiita;Zsyiita;Zsyiita;Zsyiita;;Zsyiita;;;;;;;;;x
b_zsyiita_adj;Zsyiitan;;zsyiiter;;;;;;;;;;;x
b_zukaluz;Zukaluz;Zukaluz;Zukaluz;;Zukaluz;;;;;;;;;x
b_zukaluz_adj;Zukaluzian;;zukaluzer;;;;;;;;;;;x
b_zukaluz_2;Zukaluz;Zukaluz;Zukaluz;;Zukaluz;;;;;;;;;x
b_zukaluz_2_adj;Zukaluzian;;zukaluzer;;;;;;;;;;;x
b_zukaluz_3;Zukaluz;Zukaluz;Zukaluz;;Zukaluz;;;;;;;;;x
b_zukaluz_3_adj;Zukaluzian;;zukaluzer;;;;;;;;;;;x
b_zukaluz_4;Zukaluz;Zukaluz;Zukaluz;;Zukaluz;;;;;;;;;x
b_zukaluz_4_adj;Zukaluzian;;zukaluzer;;;;;;;;;;;x
b_zukaluz_5;Zukaluz;Zukaluz;Zukaluz;;Zukaluz;;;;;;;;;x
b_zukaluz_5_adj;Zukaluzian;;zukaluzer;;;;;;;;;;;x
b_zuysan;Zuysan;Zuysan;Zuysan;;Zuysan;;;;;;;;;x
b_zuysan_adj;Zuysanian;;zuysaner;;;;;;;;;;;x
